Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
8b997ab5-6c64-3f22-b266-4490060ee59d,74b665dd-685a-36ff-8b64-cdaf28b37eab,Dorsey40 Stehr398,M,CLINICAL SOCIAL WORKER,14 PLEASANT ST,CAMBRIDGE,MA,02139-3212,42.376043,-71.11868,0
6f6230c1-6ce9-3e41-8943-dad447910a06,74b665dd-685a-36ff-8b64-cdaf28b37eab,Margarita164 Nájera755,F,CLINICAL SOCIAL WORKER,14 PLEASANT ST,CAMBRIDGE,MA,02139-3212,42.376043,-71.11868,0
3ce4df1c-6f85-3544-94b3-e2cf454041ea,74b665dd-685a-36ff-8b64-cdaf28b37eab,Dorsey40 Stehr398,M,GENERAL PRACTICE,14 PLEASANT ST,CAMBRIDGE,MA,02139-3212,42.376043,-71.11868,47
1127388f-0dcb-3fbb-af69-3713b5560979,73b36bb4-468a-3ea8-9cfc-ee11ee3d01d6,Neal874 Schamberger479,M,GENERAL PRACTICE,271 MAIN ST,STONEHAM,MA,02180-3580,42.474208000000004,-71.097665,48
7f4788a6-002f-3d34-830b-80778ee6e2ad,b4e47667-fc67-3ee7-950f-ead5e60cb397,Jena102 Thompson596,F,CLINICAL PSYCHOLOGIST,48 IRVING ST,CAMBRIDGE,MA,02138-3007,42.376043,-71.11868,0
ca66a7f5-41ed-34a6-ad62-7354153a3310,b4e47667-fc67-3ee7-950f-ead5e60cb397,Jena102 Thompson596,F,GENERAL PRACTICE,48 IRVING ST,CAMBRIDGE,MA,02138-3007,42.376043,-71.11868,65
261b0517-2b36-37cd-b7ff-9fdeeb7dc676,04cbfe78-0d3f-3277-9476-2be9f8dc5191,Arden380 Glover433,M,CLINICAL PSYCHOLOGIST,26 HIGH ST,MILTON,MA,02186-3417,42.241557,-71.082432,0
846e800e-ce5a-3685-a309-e5c05d946ede,04cbfe78-0d3f-3277-9476-2be9f8dc5191,Tammy740 Glover433,F,CLINICAL SOCIAL WORKER,26 HIGH ST,MILTON,MA,02186-3417,42.241557,-71.082432,0
e9c2c8ce-d4dc-3cff-a4d1-367c0ee1c1a1,04cbfe78-0d3f-3277-9476-2be9f8dc5191,Arden380 Glover433,M,GENERAL PRACTICE,26 HIGH ST,MILTON,MA,02186-3417,42.241557,-71.082432,60
8c65aa58-df35-3e5c-bf3c-c3af3240a98a,3e4baf39-79d2-3c5f-9419-293af2720a97,Takisha161 Cruickshank494,F,GENERAL PRACTICE,149 BELGRADE AVE,ROSLINDALE,MA,02131-2416,42.33196,-71.020173,68
c77f6b32-9779-38c1-90f2-1c1ee5cdaba3,3e4baf39-79d2-3c5f-9419-293af2720a97,Ivory697 Cruickshank494,M,INTERNAL MEDICINE,149 BELGRADE AVE,ROSLINDALE,MA,02131-2416,42.33196,-71.020173,0
92402e36-3186-3c5e-be9b-20da29f856ec,3e4baf39-79d2-3c5f-9419-293af2720a97,Shawnta32 Douglas31,F,INTERNAL MEDICINE,149 BELGRADE AVE,ROSLINDALE,MA,02131-2416,42.33196,-71.020173,0
ec2f44fd-9aab-341d-815c-9c67499ef72b,43df7bea-4fa3-304b-a1a5-c309a2967b1b,Cristobal567 Schuppe920,M,CHIROPRACTIC,278 CENTRE ST,QUINCY,MA,02169-7522,42.261006,-71.008988,0
8c3591c7-0b48-3749-9e04-00c74535af12,43df7bea-4fa3-304b-a1a5-c309a2967b1b,Lilli892 Schuppe920,F,GENERAL PRACTICE,278 CENTRE ST,QUINCY,MA,02169-7522,42.261006,-71.008988,28
8b2511df-0545-3c99-addb-df5618dd1053,1061b2b7-0167-35bc-916a-3b3207fe2bfc,Danuta945 Hamill307,F,GENERAL PRACTICE,82 MAIN ST,WAKEFIELD,MA,01880-1022,42.50436,-71.064061,42
fb4ffc90-9795-3c2b-9efc-16d87fe861d9,7d850377-1797-3452-a662-a9fdd680b13c,Carter549 Stroman228,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,6 WASHINGTON PL,SHARON,MA,02067-1904,42.108463,-71.185182,0
fd78a3c7-38b0-34f2-a561-02abd564bd9c,7d850377-1797-3452-a662-a9fdd680b13c,Carter549 Stroman228,M,GENERAL PRACTICE,6 WASHINGTON PL,SHARON,MA,02067-1904,42.108463,-71.185182,91
0faac87d-014e-3865-b1a1-f3c71ddfec75,717bd95a-c706-3226-ba67-c66eac8e3ae5,Lady554 Mohr916,F,GENERAL PRACTICE,115 MILL ST,BELMONT,MA,02478-1064,42.395317,-71.180284,72
e2306337-49bd-3181-a2c7-223604d68a4a,52aaa98d-e9d4-32ed-a854-d2e221d29947,Carey440 Graham902,M,GENERAL PRACTICE,30 DOMINO DR,CONCORD,MA,01742-2802,42.462911,-71.364496,72
86ad2ed1-17d0-3952-9835-97893e0fecf0,f09fba12-a185-3d6e-8fa7-eeb7e037ed0c,Emil691 Schoen8,M,CLINICAL PSYCHOLOGIST,175 DERBY,HINGHAM,MA,02043-4007,42.224319,-70.880673,0
a059e784-da33-36bb-9f15-b594f55982ea,f09fba12-a185-3d6e-8fa7-eeb7e037ed0c,Melodee943 Muller251,F,CLINICAL PSYCHOLOGIST,175 DERBY,HINGHAM,MA,02043-4007,42.224319,-70.880673,0
435cf205-24f7-3b77-91f6-07c4a4e44183,f09fba12-a185-3d6e-8fa7-eeb7e037ed0c,Emil691 Schoen8,M,GENERAL PRACTICE,175 DERBY,HINGHAM,MA,02043-4007,42.224319,-70.880673,82
7e03ffd1-c47c-38d0-9442-03e01a83d984,32634eb3-c12a-3303-8799-cc7dbd8e910c,Wade235 Oberbrunner298,M,CLINICAL PSYCHOLOGIST,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,0
fcb0ea38-928f-3159-8264-6e8676277bad,32634eb3-c12a-3303-8799-cc7dbd8e910c,Darell496 Kohler843,M,CLINICAL PSYCHOLOGIST,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,0
5a918aaa-ff39-3f74-bb0a-0eec0452e426,32634eb3-c12a-3303-8799-cc7dbd8e910c,Frederic454 Goldner995,M,CLINICAL PSYCHOLOGIST,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,0
402b5153-b910-3b51-abd1-e91d2d29c2a2,32634eb3-c12a-3303-8799-cc7dbd8e910c,Kemberly945 Hagenes547,F,CLINICAL PSYCHOLOGIST,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,0
f3fbad02-9052-3524-a808-d035f1119778,32634eb3-c12a-3303-8799-cc7dbd8e910c,Alejandro916 Prieto999,M,GENERAL PRACTICE,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,45
907df04a-cbe4-3bc7-94a9-f6b6b18c4587,f2e2f8e9-32ca-3f82-b950-03008f887e4b,Donnie175 Muller251,F,GENERAL PRACTICE,1371 BEACON ST,BROOKLINE,MA,02446-4905,42.323853,-71.142003,89
43282bd3-f03a-3108-8729-ffa74a012ab8,000ea339-3b3e-35be-b475-bd129c194e56,Yoshiko258 Von197,F,GENERAL PRACTICE,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2513,41.56651,-70.958229,59
00ee4e35-24db-34ae-8dc7-671a3334e674,809b8287-b750-3105-8c9f-b06a3804fc4b,Hunter736 McLaughlin530,M,GENERAL PRACTICE,324 GROVE ST,WORCESTER,MA,01605-3936,42.269478,-71.807783,28
1763fcd2-a713-391a-a555-ff51b54d9685,0a34d743-8604-3f11-9419-ab4680b093ad,Derek111 DuBuque211,M,CLINICAL SOCIAL WORKER,198 RUSSELL ST,WORCESTER,MA,01609-2200,42.269478,-71.807783,0
ab0eb25c-6dda-3a5a-862a-619fe6457d1e,0a34d743-8604-3f11-9419-ab4680b093ad,Xuan162 DuBuque211,F,GENERAL PRACTICE,198 RUSSELL ST,WORCESTER,MA,01609-2200,42.269478,-71.807783,100
aef41992-89e8-36e9-9412-edef888ebcdb,cb75be4d-7394-3ebd-9930-4d4d3b27d82e,Guillermo498 Hilll811,M,GENERAL PRACTICE,22 WOBURN ST,READING,MA,01867-3074,42.535183,-71.105423,80
f6ad9ba8-7300-346b-ae8e-7cf5d2933531,fccdb0ed-7461-32ab-97da-5bf9f3770844,Carroll471 Bailey598,M,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
86c7edfd-7e21-37bf-a5a8-ca030a18560b,fccdb0ed-7461-32ab-97da-5bf9f3770844,Mathew182 Beier427,M,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
1889224f-6d4f-3409-ae7b-d2eb8b653364,fccdb0ed-7461-32ab-97da-5bf9f3770844,Von197 Hills818,M,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
e7014b1f-df15-34f7-86d6-610759cdce95,fccdb0ed-7461-32ab-97da-5bf9f3770844,Elane105 Dickens475,F,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
39b73974-c8b4-38de-a8c6-2d48713318fc,fccdb0ed-7461-32ab-97da-5bf9f3770844,Laquita685 Larkin917,F,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
0ed003aa-b8e2-3d3c-8719-232ebc0d3807,fccdb0ed-7461-32ab-97da-5bf9f3770844,Katherine209 Hartmann983,F,CHIROPRACTIC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,0
320d8af3-5f2a-3edd-9d69-811d0bc34e2f,fccdb0ed-7461-32ab-97da-5bf9f3770844,Carroll471 Bailey598,M,GENERAL PRACTICE,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,73
2d1b71d0-3413-3a7c-8a02-8bb1785bb1a3,b76d86f7-5e55-3d50-b910-2491c1a39d6a,Gloria696 Montaño969,F,ORAL SURGERY,56 DRIFTWAY DR,SCITUATE,MA,02066-4533,42.205062,-70.74297800000001,0
d01503ad-8ae2-3c80-ae4e-33921c2728d2,b76d86f7-5e55-3d50-b910-2491c1a39d6a,Yolanda648 Mata817,F,ORAL SURGERY,56 DRIFTWAY DR,SCITUATE,MA,02066-4533,42.205062,-70.74297800000001,0
45aa8740-0b82-3dbe-ab0c-d39f5fb58031,b76d86f7-5e55-3d50-b910-2491c1a39d6a,Season349 Bosco882,F,GENERAL PRACTICE,56 DRIFTWAY DR,SCITUATE,MA,02066-4533,42.205062,-70.74297800000001,74
84a9dd46-797b-30f2-9c93-e658c43fc900,db6e0cea-70b9-3cab-b8fe-1bd1b4b649c3,Trisha327 Hyatt152,F,ORAL SURGERY,69 MALDEN ST,REVERE,MA,02151-2234,42.421005,-70.99036,0
d4b5b73b-1f85-376b-b7ba-754d62c83de2,db6e0cea-70b9-3cab-b8fe-1bd1b4b649c3,Jody426 Hyatt152,M,GENERAL PRACTICE,69 MALDEN ST,REVERE,MA,02151-2234,42.421005,-70.99036,185
7f0174b6-2e9e-36f3-8572-022943da7365,58f5b392-6bfd-3c4a-bfd6-061e7cf396b2,Mckinley734 Schultz619,M,CLINICAL PSYCHOLOGIST,6 WESTRIDGE RD,HUDSON,MA,01749-2863,42.389071,-71.545864,0
58d314e7-b37b-359e-ac88-0020b317cd64,58f5b392-6bfd-3c4a-bfd6-061e7cf396b2,Isabela97 Raya927,F,GENERAL PRACTICE,6 WESTRIDGE RD,HUDSON,MA,01749-2863,42.389071,-71.545864,72
1a95ef11-3077-3cd4-8421-4ddb9cc33713,c9c9bbf0-c1c0-30fe-94d3-a908a24ebb48,Heath320 Tremblay80,M,CLINICAL PSYCHOLOGIST,61 MAIN ST,BLACKSTONE,MA,01504-2215,42.039991,-71.53240600000001,0
74fcee2b-fa1f-3f14-aa8a-e6ac7cf61fe6,c9c9bbf0-c1c0-30fe-94d3-a908a24ebb48,Heath320 Tremblay80,M,GENERAL PRACTICE,61 MAIN ST,BLACKSTONE,MA,01504-2215,42.039991,-71.53240600000001,35
882dd1a9-57af-361c-bb9a-b34c72cbeaa7,8979fc79-bab8-34ba-b7a5-016443c958c5,Quintin944 Stracke611,M,PSYCHIATRY,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
eed3857c-f491-3514-ba5f-1d5914389419,8979fc79-bab8-34ba-b7a5-016443c958c5,Theo630 Parker433,F,PSYCHIATRY,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
3bfd1c5c-c7cb-397f-a305-36429ff09a6e,8979fc79-bab8-34ba-b7a5-016443c958c5,Vickey217 Stracke611,F,CLINICAL SOCIAL WORKER,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
8bac4880-ab90-350b-a7de-72e1c3b568f1,8979fc79-bab8-34ba-b7a5-016443c958c5,Alonso270 Parker433,M,CLINICAL SOCIAL WORKER,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
917cb2e0-0659-32a5-9845-2ef999633b99,8979fc79-bab8-34ba-b7a5-016443c958c5,Laurence43 Zemlak964,M,CLINICAL SOCIAL WORKER,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
89ec6e2d-3318-320b-a763-d9e74609e703,8979fc79-bab8-34ba-b7a5-016443c958c5,Russ979 Schroeder447,M,CLINICAL SOCIAL WORKER,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
dfb7608e-c615-3677-9d01-96af94a154d4,8979fc79-bab8-34ba-b7a5-016443c958c5,Quintin944 Stracke611,M,GENERAL PRACTICE,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,51
0e24e529-3950-3e77-ba77-4f58e79393d3,8979fc79-bab8-34ba-b7a5-016443c958c5,Reina25 Melgar516,F,CLINICAL NURSE SPECIALIST,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
3f4d19c8-85ff-3172-89dc-edd9f7a07030,8979fc79-bab8-34ba-b7a5-016443c958c5,Alonso270 Parker433,M,CLINICAL NURSE SPECIALIST,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,0
86266922-9136-35cd-9744-68ed27b52a3c,7aee1c1b-17ab-3ea8-b413-bd01bf2baeab,Moses679 Will178,M,CLINICAL SOCIAL WORKER,57 WINGATE ST,HAVERHILL,MA,01832-5759,42.782945,-71.087436,0
41360e6c-b26e-3182-ac75-9eee967270cb,7aee1c1b-17ab-3ea8-b413-bd01bf2baeab,Elenor843 Ryan260,F,CLINICAL SOCIAL WORKER,57 WINGATE ST,HAVERHILL,MA,01832-5759,42.782945,-71.087436,0
866f1ceb-a4ef-3849-8efd-7b1cb32d9e59,7aee1c1b-17ab-3ea8-b413-bd01bf2baeab,Moses679 Will178,M,GENERAL PRACTICE,57 WINGATE ST,HAVERHILL,MA,01832-5759,42.782945,-71.087436,75
6e7d65bf-873f-331c-9453-3f73418d19ba,45fd49b8-43c9-32c8-a5cb-774703b4edc5,Darwin703 Raynor401,M,CHIROPRACTIC,1 TEAL RD,WAKEFIELD,MA,01880-1223,42.50436,-71.064061,0
efb287fb-9dee-3fcd-9718-c099f8f483bf,45fd49b8-43c9-32c8-a5cb-774703b4edc5,Isabelle619 Leuschke194,F,CHIROPRACTIC,1 TEAL RD,WAKEFIELD,MA,01880-1223,42.50436,-71.064061,0
3bc3fb21-1b54-3d4d-8e0f-50c0fbcf3f1d,45fd49b8-43c9-32c8-a5cb-774703b4edc5,Joanna347 Raynor401,F,GENERAL PRACTICE,1 TEAL RD,WAKEFIELD,MA,01880-1223,42.50436,-71.064061,70
ccfbd57e-c6c6-381d-bd49-b2c0b2f773af,ec000aef-606c-3d72-b54d-22248b3069f9,Phil587 Goyette777,M,PAIN MANAGEMENT,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
fe109db8-61b2-38ba-bd68-c81239f69f73,ec000aef-606c-3d72-b54d-22248b3069f9,Stacy406 Goyette777,F,PODIATRY,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
24a6a3d6-e03f-3d8f-8939-5efe704fe84b,ec000aef-606c-3d72-b54d-22248b3069f9,Stacy406 Goyette777,F,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
7eb9be25-1824-3cca-9826-0fca27d23a53,ec000aef-606c-3d72-b54d-22248b3069f9,Nathalie366 Bradtke547,F,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
8a10c9c9-ce19-35fe-b15b-0836213c051b,ec000aef-606c-3d72-b54d-22248b3069f9,Kathrin605 Jast432,F,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
d47c3137-95fa-3e06-b1bf-a9c07425f0a6,ec000aef-606c-3d72-b54d-22248b3069f9,Bobby524 King743,M,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
df5e7ada-0d8c-3d76-84d7-6c43348f3a5f,ec000aef-606c-3d72-b54d-22248b3069f9,Lisabeth458 Rutherford999,F,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
0766a717-21b3-3f3d-a683-bdaf1bfaa1e2,ec000aef-606c-3d72-b54d-22248b3069f9,Emil691 McLaughlin530,M,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
e58e911f-01d9-366e-95e4-b9fd0570df72,ec000aef-606c-3d72-b54d-22248b3069f9,Victoria535 Espino352,F,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
b5f4ea72-a22d-34cb-870c-0908762e6866,ec000aef-606c-3d72-b54d-22248b3069f9,Cameron381 Reichel38,M,FAMILY PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
02324944-b934-3d22-be33-f800570a96e1,ec000aef-606c-3d72-b54d-22248b3069f9,Phil587 Goyette777,M,ORTHOPEDIC SURGERY,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
f7d2f5bd-4f80-3cbf-a284-255c83c2f9da,ec000aef-606c-3d72-b54d-22248b3069f9,Stacy406 Goyette777,F,GENERAL PRACTICE,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,91
ecf3515d-5775-35fc-b131-901bfa7d7e2e,ec000aef-606c-3d72-b54d-22248b3069f9,Stacy406 Goyette777,F,ENDOCRINOLOGY,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
503674d4-b7ca-34a7-a3be-af490f708c2b,ec000aef-606c-3d72-b54d-22248b3069f9,Nathalie366 Bradtke547,F,ENDOCRINOLOGY,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,0
fbce98dd-aeab-385d-864c-de1aee28dafb,440c17c1-807a-3ebc-85f8-8585e22c374a,Ferdinand55 Skiles927,M,PHYSICAL THERAPY,1 SEAPORT LN,BOSTON,MA,02210-2013,42.338551,-71.018253,0
2a09fb58-2040-31ad-adcf-109f52e533a5,440c17c1-807a-3ebc-85f8-8585e22c374a,Deb577 Skiles927,F,GENERAL PRACTICE,1 SEAPORT LN,BOSTON,MA,02210-2013,42.338551,-71.018253,28
9e8b3f7a-ca08-35db-a5aa-901aa40fe41f,f154839a-aee9-39c5-b2fb-a104e208ee7b,Ariel183 Nienow652,F,RHEUMATOLOGY,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,0
f8e6ff81-0857-3107-8338-8bb554a5b6b0,f154839a-aee9-39c5-b2fb-a104e208ee7b,Mónica985 Reyes140,F,RHEUMATOLOGY,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,0
0e87dcc1-d7ab-3d6f-8d0e-0de55a19e50e,f154839a-aee9-39c5-b2fb-a104e208ee7b,Darrin898 Runolfsson901,M,RHEUMATOLOGY,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,0
70c18e2a-adf0-338e-bfab-1d3df02d721a,f154839a-aee9-39c5-b2fb-a104e208ee7b,Man114 McDermott739,F,RHEUMATOLOGY,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,0
de20eea6-e4fa-31bc-ba62-b4c8601f1706,f154839a-aee9-39c5-b2fb-a104e208ee7b,Ariel183 Nienow652,F,GENERAL PRACTICE,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,57
9e6ee3d1-ea63-302d-81d1-098044cdb92b,7a98eb9d-972a-3df8-8e0a-b3c0187023af,Louie190 Pacocha935,M,GENERAL PRACTICE,155 MAPLE ST,SPRINGFIELD,MA,01105-1828,42.115454,-72.539978,80
50450131-1e2f-3883-b5b8-d32e98db7080,159c3f19-dc48-34d0-9e19-929a9959fcb5,Eloy929 Murazik203,M,OPTOMETRY,751 FALL RIVER AVE,SEEKONK,MA,02771-5627,41.839797999999995,-71.31804699999999,0
c515e2e6-c61b-3352-bf8b-a153d344bd62,159c3f19-dc48-34d0-9e19-929a9959fcb5,Margarite168 Kilback373,F,OPTOMETRY,751 FALL RIVER AVE,SEEKONK,MA,02771-5627,41.839797999999995,-71.31804699999999,0
01ceba1f-f0d8-34fe-9097-1021d77c38c6,159c3f19-dc48-34d0-9e19-929a9959fcb5,Eloy929 Murazik203,M,GENERAL PRACTICE,751 FALL RIVER AVE,SEEKONK,MA,02771-5627,41.839797999999995,-71.31804699999999,60
63d8eaf7-d352-3cd6-95fe-5a6f13c6aa1c,5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,Dorian295 Anderson154,M,CHIROPRACTIC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,0
441f7205-1c34-32e2-bd18-83d0d6188189,5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,Jonah176 Shields502,M,CHIROPRACTIC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,0
ca1a188c-8115-342c-950e-afbc3f7439fc,5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,Dorian295 Anderson154,M,GENERAL PRACTICE,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,45
b22eb77d-bc81-3ffe-a0d9-07bcc4a25048,d1af037a-3df9-3c83-babc-e5eea273018b,Dallas143 Aufderhar910,M,CHIROPRACTIC,90 BERKSHIRE AVE,SPRINGFIELD,MA,01109-1709,42.115454,-72.539978,0
c685c35d-51c4-37d6-aa5c-496867d861c2,d1af037a-3df9-3c83-babc-e5eea273018b,Shameka870 Aufderhar910,F,GENERAL PRACTICE,90 BERKSHIRE AVE,SPRINGFIELD,MA,01109-1709,42.115454,-72.539978,88
e4b3ac23-800b-39a9-9e44-2d9871ab852d,9f1e8d45-bb02-32cc-aecb-4b0190101e35,Eugene421 Botsford977,F,NEUROLOGY,76 PARK ST,ATTLEBORO,MA,02703-2335,41.931653000000004,-71.294503,0
a23e9c3f-6064-3cf9-93ce-b31ee6b487fe,9f1e8d45-bb02-32cc-aecb-4b0190101e35,Tod265 Veum823,M,NEUROLOGY,76 PARK ST,ATTLEBORO,MA,02703-2335,41.931653000000004,-71.294503,0
6a9c9713-b625-3fa3-b401-e29d9e739d9d,9f1e8d45-bb02-32cc-aecb-4b0190101e35,Tana168 Ernser583,F,NEUROLOGY,76 PARK ST,ATTLEBORO,MA,02703-2335,41.931653000000004,-71.294503,0
d98ca01c-29b2-3f88-8c13-cea8d4f05310,9f1e8d45-bb02-32cc-aecb-4b0190101e35,Estela596 Zamora648,F,GENERAL PRACTICE,76 PARK ST,ATTLEBORO,MA,02703-2335,41.931653000000004,-71.294503,107
fdaf8308-2914-33a2-a7bd-8680936cf0ce,8b607111-30ff-3014-bf43-3a9d61993538,Arnold338 Cummerata161,M,PHYSICAL THERAPY,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,0
76696fb8-026d-3c64-9070-48bcf77b9562,8b607111-30ff-3014-bf43-3a9d61993538,Emile522 Wunsch504,M,PHYSICAL THERAPY,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,0
49c123ab-f9f6-3b52-a766-f920463ea630,8b607111-30ff-3014-bf43-3a9d61993538,Fumiko79 Cummerata161,F,GENERAL PRACTICE,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,68
844367ca-7e8c-3442-93d1-3864ee83659d,d9aed10c-3655-3a5f-8727-ddb14d964cf0,Mario764 Barrera709,M,OPTOMETRY,316 W MAIN ST,NORTON,MA,02766-2100,41.965340999999995,-71.18178,0
172f5d84-24f1-3733-b58d-e4d96660bdab,d9aed10c-3655-3a5f-8727-ddb14d964cf0,Diego848 Tromp100,M,OPTOMETRY,316 W MAIN ST,NORTON,MA,02766-2100,41.965340999999995,-71.18178,0
f4cfcc82-4202-3f87-bc95-fdb3f2637da0,d9aed10c-3655-3a5f-8727-ddb14d964cf0,Bell723 Ebert178,F,OPTOMETRY,316 W MAIN ST,NORTON,MA,02766-2100,41.965340999999995,-71.18178,0
c77fbaab-cd0c-3f4b-8bca-28ec0631935a,d9aed10c-3655-3a5f-8727-ddb14d964cf0,Young120 Bode78,M,GENERAL PRACTICE,316 W MAIN ST,NORTON,MA,02766-2100,41.965340999999995,-71.18178,41
a4f203cf-25d9-330b-8fc2-3b9b549f8b0e,0507f525-c041-34d0-b731-f39f2b7239c0,Cristopher265 Bartoletti50,M,CLINICAL SOCIAL WORKER,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,0
498753ec-7abe-3be1-b2d6-d2b5838c2a41,0507f525-c041-34d0-b731-f39f2b7239c0,Raúl937 Carrillo204,M,GENERAL PRACTICE,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,34
e7799cbb-f428-3d64-a4bc-eabf8d163f6b,5689af00-7587-3a57-a9d5-d916e6f7de6b,Chadwick722 Doyle959,M,OPTOMETRY,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,0
e57d921b-097f-3e3e-944d-390490fcdf02,5689af00-7587-3a57-a9d5-d916e6f7de6b,Geneva168 Bahringer146,F,OPTOMETRY,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,0
a30abe42-0b4f-3b0c-82a3-9db57cc88873,5689af00-7587-3a57-a9d5-d916e6f7de6b,Fredrick998 Morar593,M,OPTOMETRY,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,0
7354a9d7-db99-3133-b0c0-92403124c3a4,5689af00-7587-3a57-a9d5-d916e6f7de6b,Luke971 O'Hara248,M,OPTOMETRY,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,0
44e4081b-ff2b-3441-a7ed-72527b8bee53,5689af00-7587-3a57-a9d5-d916e6f7de6b,Ileana390 Doyle959,F,GENERAL PRACTICE,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,53
b1300f3e-0c73-3829-a9b2-87f842ca7976,788271b2-4ace-3d36-8112-b7c8cfbdd3fd,Luise714 Hammes673,F,GENERAL PRACTICE,12 ARROW ST,CAMBRIDGE,MA,02138-5105,42.376043,-71.11868,7
